actor,domain,option_a_id,option_b_id,probability_a,count_a,count_b,total_responses,split
deepseek-v3.2-or,religions,73,139,0,0,1,1,train
deepseek-v3.2-or,religions,3,80,0,0,1,1,train
deepseek-v3.2-or,religions,47,86,1,1,0,1,train
deepseek-v3.2-or,religions,100,134,0,0,1,1,train
deepseek-v3.2-or,religions,58,137,0,0,1,1,train
deepseek-v3.2-or,religions,77,150,1,1,0,1,train
deepseek-v3.2-or,religions,80,155,1,1,0,1,train
deepseek-v3.2-or,religions,33,80,0,0,1,1,train
deepseek-v3.2-or,religions,19,145,1,1,0,1,train
deepseek-v3.2-or,religions,51,97,1,1,0,1,train
deepseek-v3.2-or,religions,67,78,0,0,1,1,train
deepseek-v3.2-or,religions,88,137,0,0,1,1,train
deepseek-v3.2-or,religions,47,99,1,1,0,1,train
deepseek-v3.2-or,religions,63,80,0,0,1,1,train
deepseek-v3.2-or,religions,49,145,1,1,0,1,train
deepseek-v3.2-or,religions,13,84,1,1,0,1,train
deepseek-v3.2-or,religions,137,150,1,1,0,1,train
deepseek-v3.2-or,religions,16,89,1,1,0,1,train
deepseek-v3.2-or,religions,53,156,1,1,0,1,train
deepseek-v3.2-or,religions,9,86,1,1,0,1,train
deepseek-v3.2-or,religions,129,151,1,1,0,1,train
deepseek-v3.2-or,religions,46,153,1,1,0,1,train
deepseek-v3.2-or,religions,25,30,1,1,0,1,train
deepseek-v3.2-or,religions,90,159,0,0,1,1,train
deepseek-v3.2-or,religions,7,161,0,0,1,1,train
deepseek-v3.2-or,religions,55,57,1,1,0,1,train
deepseek-v3.2-or,religions,2,167,0,0,1,1,train
deepseek-v3.2-or,religions,48,54,0,0,1,1,train
deepseek-v3.2-or,religions,50,100,1,1,0,1,train
deepseek-v3.2-or,religions,29,162,0,0,1,1,train
deepseek-v3.2-or,religions,23,118,1,1,0,1,train
deepseek-v3.2-or,religions,36,57,1,1,0,1,train
deepseek-v3.2-or,religions,55,70,1,1,0,1,train
deepseek-v3.2-or,religions,29,54,0,0,1,1,train
deepseek-v3.2-or,religions,24,60,1,1,0,1,train
deepseek-v3.2-or,religions,84,111,0,0,1,1,train
deepseek-v3.2-or,religions,17,57,1,1,0,1,train
deepseek-v3.2-or,religions,57,129,0,0,1,1,train
deepseek-v3.2-or,religions,54,60,1,1,0,1,train
deepseek-v3.2-or,religions,18,137,0,0,1,1,train
deepseek-v3.2-or,religions,91,127,0,0,1,1,train
deepseek-v3.2-or,religions,110,140,1,1,0,1,train
deepseek-v3.2-or,religions,94,132,0,0,1,1,train
deepseek-v3.2-or,religions,84,124,0,0,1,1,train
deepseek-v3.2-or,religions,10,138,0,0,1,1,train
deepseek-v3.2-or,religions,87,129,0,0,1,1,train
deepseek-v3.2-or,religions,86,133,0,0,1,1,train
deepseek-v3.2-or,religions,58,71,0,0,1,1,train
deepseek-v3.2-or,religions,3,135,0,0,1,1,train
deepseek-v3.2-or,religions,89,138,0,0,1,1,train
deepseek-v3.2-or,religions,22,148,1,1,0,1,train
deepseek-v3.2-or,religions,77,84,1,1,0,1,train
deepseek-v3.2-or,religions,42,63,1,1,0,1,train
deepseek-v3.2-or,religions,61,76,0,0,1,1,train
deepseek-v3.2-or,religions,80,89,1,1,0,1,train
deepseek-v3.2-or,religions,54,73,1,1,0,1,train
deepseek-v3.2-or,religions,40,138,0,0,1,1,train
deepseek-v3.2-or,religions,72,90,1,1,0,1,train
deepseek-v3.2-or,religions,33,135,0,0,1,1,train
deepseek-v3.2-or,religions,52,148,1,1,0,1,train
deepseek-v3.2-or,religions,65,87,1,1,0,1,train
deepseek-v3.2-or,religions,51,152,1,1,0,1,train
deepseek-v3.2-or,religions,67,133,0,0,1,1,train
deepseek-v3.2-or,religions,70,138,0,0,1,1,train
deepseek-v3.2-or,religions,89,151,0,0,1,1,train
deepseek-v3.2-or,religions,47,154,1,1,0,1,train
deepseek-v3.2-or,religions,19,92,1,1,0,1,train
deepseek-v3.2-or,religions,79,143,1,1,0,1,train
deepseek-v3.2-or,religions,63,135,0,0,1,1,train
deepseek-v3.2-or,religions,34,77,0,0,1,1,train
deepseek-v3.2-or,religions,53,90,1,1,0,1,train
deepseek-v3.2-or,religions,9,20,0,0,1,1,train
deepseek-v3.2-or,religions,46,87,1,1,0,1,train
deepseek-v3.2-or,religions,109,143,1,1,0,1,train
deepseek-v3.2-or,religions,39,47,0,0,1,1,train
deepseek-v3.2-or,religions,83,90,1,1,0,1,train
deepseek-v3.2-or,religions,60,106,0,0,1,1,train
deepseek-v3.2-or,religions,35,49,0,0,1,1,train
deepseek-v3.2-or,religions,21,151,1,1,0,1,train
deepseek-v3.2-or,religions,53,103,1,1,0,1,train
deepseek-v3.2-or,religions,138,147,1,1,0,1,train
deepseek-v3.2-or,religions,32,165,0,0,1,1,train
deepseek-v3.2-or,religions,30,55,0,0,1,1,train
deepseek-v3.2-or,religions,71,93,1,1,0,1,train
deepseek-v3.2-or,religions,90,106,0,0,1,1,train
deepseek-v3.2-or,religions,134,149,1,1,0,1,train
deepseek-v3.2-or,religions,50,155,1,1,0,1,train
deepseek-v3.2-or,religions,145,163,0,0,1,1,train
deepseek-v3.2-or,religions,15,53,0,0,1,1,train
deepseek-v3.2-or,religions,18,58,1,1,0,1,train
deepseek-v3.2-or,religions,138,160,1,1,0,1,train
deepseek-v3.2-or,religions,55,125,1,1,0,1,train
deepseek-v3.2-or,religions,8,50,0,0,1,1,train
deepseek-v3.2-or,religions,11,55,0,0,1,1,train
deepseek-v3.2-or,religions,29,109,0,0,1,1,train
deepseek-v3.2-or,religions,92,165,0,0,1,1,train
deepseek-v3.2-or,religions,45,53,0,0,1,1,train
deepseek-v3.2-or,religions,85,125,0,0,1,1,train
deepseek-v3.2-or,religions,38,50,0,0,1,1,train
deepseek-v3.2-or,religions,84,166,0,0,1,1,train
deepseek-v3.2-or,religions,59,109,0,0,1,1,train
deepseek-v3.2-or,religions,78,122,1,1,0,1,train
deepseek-v3.2-or,religions,52,69,1,1,0,1,train
deepseek-v3.2-or,religions,1,23,0,0,1,1,train
deepseek-v3.2-or,religions,64,79,0,0,1,1,train
deepseek-v3.2-or,religions,126,139,0,0,1,1,train
deepseek-v3.2-or,religions,119,136,0,0,1,1,train
deepseek-v3.2-or,religions,61,131,0,0,1,1,train
deepseek-v3.2-or,religions,80,144,1,1,0,1,train
deepseek-v3.2-or,religions,10,85,1,1,0,1,train
deepseek-v3.2-or,religions,54,128,1,1,0,1,train
deepseek-v3.2-or,religions,26,29,1,1,0,1,train
deepseek-v3.2-or,religions,3,82,0,0,1,1,train
deepseek-v3.2-or,religions,47,88,1,1,0,1,train
deepseek-v3.2-or,religions,24,141,1,1,0,1,train
deepseek-v3.2-or,religions,63,69,0,0,1,1,train
deepseek-v3.2-or,religions,40,85,1,1,0,1,train
deepseek-v3.2-or,religions,100,136,0,0,1,1,train
deepseek-v3.2-or,religions,58,139,0,0,1,1,train
deepseek-v3.2-or,religions,77,152,1,1,0,1,train
deepseek-v3.2-or,religions,80,157,1,1,0,1,train
deepseek-v3.2-or,religions,33,82,0,0,1,1,train
deepseek-v3.2-or,religions,67,80,0,0,1,1,train
deepseek-v3.2-or,religions,12,144,1,1,0,1,train
deepseek-v3.2-or,religions,86,93,0,0,1,1,train
deepseek-v3.2-or,religions,53,145,1,1,0,1,train
deepseek-v3.2-or,religions,70,85,1,1,0,1,train
deepseek-v3.2-or,religions,130,136,0,0,1,1,train
deepseek-v3.2-or,religions,88,139,0,0,1,1,train
deepseek-v3.2-or,religions,49,147,1,1,0,1,train
deepseek-v3.2-or,religions,68,160,0,0,1,1,train
deepseek-v3.2-or,religions,21,85,1,1,0,1,train
deepseek-v3.2-or,religions,144,155,0,0,1,1,train
deepseek-v3.2-or,religions,42,144,1,1,0,1,train
deepseek-v3.2-or,religions,83,145,1,1,0,1,train
deepseek-v3.2-or,religions,13,86,1,1,0,1,train
deepseek-v3.2-or,religions,16,91,1,1,0,1,train
deepseek-v3.2-or,religions,139,161,1,1,0,1,train
deepseek-v3.2-or,religions,129,153,1,1,0,1,train
deepseek-v3.2-or,religions,148,166,0,0,1,1,train
deepseek-v3.2-or,religions,46,155,1,1,0,1,train
deepseek-v3.2-or,religions,25,32,1,1,0,1,train
deepseek-v3.2-or,religions,90,161,0,0,1,1,train
deepseek-v3.2-or,religions,55,59,1,1,0,1,train
deepseek-v3.2-or,religions,57,105,0,0,1,1,train
deepseek-v3.2-or,religions,29,43,0,0,1,1,train
deepseek-v3.2-or,religions,84,100,0,0,1,1,train
deepseek-v3.2-or,religions,29,164,0,0,1,1,train
deepseek-v3.2-or,religions,87,105,0,0,1,1,train
deepseek-v3.2-or,religions,4,107,0,0,1,1,train
deepseek-v3.2-or,religions,55,72,1,1,0,1,train
deepseek-v3.2-or,religions,52,124,1,1,0,1,train
deepseek-v3.2-or,religions,24,62,1,1,0,1,train
deepseek-v3.2-or,religions,1,78,0,0,1,1,train
deepseek-v3.2-or,religions,64,134,0,0,1,1,train
deepseek-v3.2-or,religions,22,137,0,0,1,1,train
deepseek-v3.2-or,religions,79,119,1,1,0,1,train
deepseek-v3.2-or,religions,15,134,0,0,1,1,train
deepseek-v3.2-or,religions,101,137,0,0,1,1,train
deepseek-v3.2-or,religions,18,139,0,0,1,1,train
deepseek-v3.2-or,religions,91,129,0,0,1,1,train
deepseek-v3.2-or,religions,94,134,0,0,1,1,train
deepseek-v3.2-or,religions,65,76,0,0,1,1,train
deepseek-v3.2-or,religions,109,119,1,1,0,1,train
deepseek-v3.2-or,religions,86,135,0,0,1,1,train
deepseek-v3.2-or,religions,58,73,0,0,1,1,train
deepseek-v3.2-or,religions,77,86,1,1,0,1,train
deepseek-v3.2-or,religions,42,65,1,1,0,1,train
deepseek-v3.2-or,religions,61,78,0,0,1,1,train
deepseek-v3.2-or,religions,80,91,1,1,0,1,train
deepseek-v3.2-or,religions,54,75,1,1,0,1,train
deepseek-v3.2-or,religions,12,78,0,0,1,1,train
deepseek-v3.2-or,religions,72,92,1,1,0,1,train
deepseek-v3.2-or,religions,135,148,1,1,0,1,train
deepseek-v3.2-or,religions,33,137,0,0,1,1,train
deepseek-v3.2-or,religions,74,138,0,0,1,1,train
deepseek-v3.2-or,religions,51,154,1,1,0,1,train
deepseek-v3.2-or,religions,128,145,1,1,0,1,train
deepseek-v3.2-or,religions,67,135,0,0,1,1,train
deepseek-v3.2-or,religions,89,153,0,0,1,1,train
deepseek-v3.2-or,religions,42,78,0,0,1,1,train
deepseek-v3.2-or,religions,19,94,1,1,0,1,train
deepseek-v3.2-or,religions,63,137,0,0,1,1,train
deepseek-v3.2-or,religions,104,138,0,0,1,1,train
deepseek-v3.2-or,religions,34,79,0,0,1,1,train
deepseek-v3.2-or,religions,53,92,1,1,0,1,train
deepseek-v3.2-or,religions,37,84,1,1,0,1,train
deepseek-v3.2-or,religions,9,22,0,0,1,1,train
deepseek-v3.2-or,religions,74,151,1,1,0,1,train
deepseek-v3.2-or,religions,5,51,0,0,1,1,train
deepseek-v3.2-or,religions,46,89,1,1,0,1,train
deepseek-v3.2-or,religions,49,94,1,1,0,1,train
deepseek-v3.2-or,religions,16,146,1,1,0,1,train
deepseek-v3.2-or,religions,20,36,1,1,0,1,train
deepseek-v3.2-or,religions,35,51,0,0,1,1,train
deepseek-v3.2-or,religions,138,149,1,1,0,1,train
deepseek-v3.2-or,religions,55,114,1,1,0,1,train
deepseek-v3.2-or,religions,90,108,0,0,1,1,train
deepseek-v3.2-or,religions,29,98,0,0,1,1,train
deepseek-v3.2-or,religions,134,151,1,1,0,1,train
deepseek-v3.2-or,religions,50,157,1,1,0,1,train
deepseek-v3.2-or,religions,8,160,0,0,1,1,train
deepseek-v3.2-or,religions,145,165,0,0,1,1,train
deepseek-v3.2-or,religions,15,55,0,0,1,1,train
deepseek-v3.2-or,religions,138,162,1,1,0,1,train
deepseek-v3.2-or,religions,55,127,1,1,0,1,train
deepseek-v3.2-or,religions,8,52,0,0,1,1,train
deepseek-v3.2-or,religions,11,57,1,1,0,1,train
deepseek-v3.2-or,religions,38,160,0,0,1,1,train
deepseek-v3.2-or,religions,29,111,0,0,1,1,train
deepseek-v3.2-or,religions,4,54,0,0,1,1,train
deepseek-v3.2-or,religions,45,55,0,0,1,1,train
deepseek-v3.2-or,religions,85,127,0,0,1,1,train
deepseek-v3.2-or,religions,38,52,0,0,1,1,train
deepseek-v3.2-or,religions,1,133,0,0,1,1,train
deepseek-v3.2-or,religions,59,111,0,0,1,1,train
deepseek-v3.2-or,religions,52,71,1,1,0,1,train
deepseek-v3.2-or,religions,54,117,1,1,0,1,train
deepseek-v3.2-or,religions,1,25,0,0,1,1,train
deepseek-v3.2-or,religions,45,68,1,1,0,1,train
deepseek-v3.2-or,religions,22,84,1,1,0,1,train
deepseek-v3.2-or,religions,66,127,0,0,1,1,train
deepseek-v3.2-or,religions,119,138,0,0,1,1,train
deepseek-v3.2-or,religions,58,128,0,0,1,1,train
deepseek-v3.2-or,religions,61,133,0,0,1,1,train
deepseek-v3.2-or,religions,80,146,1,1,0,1,train
deepseek-v3.2-or,religions,19,136,0,0,1,1,train
deepseek-v3.2-or,religions,52,84,1,1,0,1,train
deepseek-v3.2-or,religions,10,87,1,1,0,1,train
deepseek-v3.2-or,religions,51,88,1,1,0,1,train
deepseek-v3.2-or,religions,54,130,1,1,0,1,train
deepseek-v3.2-or,religions,47,90,1,1,0,1,train
deepseek-v3.2-or,religions,63,71,0,0,1,1,train
deepseek-v3.2-or,religions,82,84,1,1,0,1,train
deepseek-v3.2-or,religions,40,87,1,1,0,1,train
deepseek-v3.2-or,religions,81,88,1,1,0,1,train
deepseek-v3.2-or,religions,74,85,1,1,0,1,train
deepseek-v3.2-or,religions,137,141,1,1,0,1,train
deepseek-v3.2-or,religions,70,87,1,1,0,1,train
deepseek-v3.2-or,religions,9,77,0,0,1,1,train
deepseek-v3.2-or,religions,132,147,1,1,0,1,train
deepseek-v3.2-or,religions,65,157,0,0,1,1,train
deepseek-v3.2-or,religions,151,160,0,0,1,1,train
deepseek-v3.2-or,religions,49,149,1,1,0,1,train
deepseek-v3.2-or,religions,21,87,1,1,0,1,train
deepseek-v3.2-or,religions,20,91,1,1,0,1,train
deepseek-v3.2-or,religions,144,157,0,0,1,1,train
deepseek-v3.2-or,religions,125,144,1,1,0,1,train
deepseek-v3.2-or,religions,42,146,1,1,0,1,train
deepseek-v3.2-or,religions,83,147,1,1,0,1,train
deepseek-v3.2-or,religions,14,47,0,0,1,1,train
deepseek-v3.2-or,religions,103,143,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,43,101,0.3,6,14,20,holdout
deepseek-v3.2-or,religions,7,35,0.5,10,10,20,holdout
deepseek-v3.2-or,religions,76,107,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,47,80,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,9,63,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,128,154,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,29,41,0,0,20,20,holdout
deepseek-v3.2-or,religions,128,163,0.3,6,14,20,holdout
deepseek-v3.2-or,religions,117,163,0.25,5,15,20,holdout
deepseek-v3.2-or,religions,100,101,0,0,20,20,holdout
deepseek-v3.2-or,religions,56,165,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,50,91,1,20,0,20,holdout
deepseek-v3.2-or,religions,98,158,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,41,51,0,0,20,20,holdout
deepseek-v3.2-or,religions,98,167,0,0,20,20,holdout
deepseek-v3.2-or,religions,18,156,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,133,152,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,54,97,1,20,0,20,holdout
deepseek-v3.2-or,religions,19,139,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,23,100,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,94,151,0.325,6.5,13.5,20,holdout
deepseek-v3.2-or,religions,43,78,0,0,20,20,holdout
deepseek-v3.2-or,religions,155,167,0,0,20,20,holdout
deepseek-v3.2-or,religions,31,122,0.2,4,16,20,holdout
deepseek-v3.2-or,religions,60,158,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,106,125,0.6,12,8,20,holdout
deepseek-v3.2-or,religions,35,83,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,33,150,0.45,9,11,20,holdout
deepseek-v3.2-or,religions,33,159,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,107,108,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,76,102,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,10,166,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,22,131,0.7,14,6,20,holdout
deepseek-v3.2-or,religions,109,145,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,88,122,0,0,20,20,holdout
deepseek-v3.2-or,religions,80,81,0,0,20,20,holdout
deepseek-v3.2-or,religions,5,87,0.6,12,8,20,holdout
deepseek-v3.2-or,religions,58,99,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,3,163,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,78,166,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,15,128,0,0,20,20,holdout
deepseek-v3.2-or,religions,92,110,0,0,20,20,holdout
deepseek-v3.2-or,religions,59,162,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,90,140,0.75,15,5,20,holdout
deepseek-v3.2-or,religions,62,69,0,0,20,20,holdout
deepseek-v3.2-or,religions,50,122,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,0,103,0.3,6,14,20,holdout
deepseek-v3.2-or,religions,19,125,0.7,14,6,20,holdout
deepseek-v3.2-or,religions,32,55,0,0,20,20,holdout
deepseek-v3.2-or,religions,39,103,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,3,19,0,0,20,20,holdout
deepseek-v3.2-or,religions,125,143,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,51,68,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,72,109,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,43,73,0.25,5,15,20,holdout
deepseek-v3.2-or,religions,87,107,0,0,20,20,holdout
deepseek-v3.2-or,religions,127,152,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,136,139,0,0,20,20,holdout
deepseek-v3.2-or,religions,5,46,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,64,132,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,76,97,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,68,93,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,28,57,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,29,40,0,0,20,20,holdout
deepseek-v3.2-or,religions,139,162,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,46,120,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,40,58,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,42,77,0.25,5,15,20,holdout
deepseek-v3.2-or,religions,49,125,0.7,14,6,20,holdout
deepseek-v3.2-or,religions,79,126,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,132,141,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,8,84,0.65,13,7,20,holdout
deepseek-v3.2-or,religions,121,141,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,47,164,0.3,6,14,20,holdout
deepseek-v3.2-or,religions,2,22,0,0,20,20,holdout
deepseek-v3.2-or,religions,26,141,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,102,109,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,48,138,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,54,78,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,31,76,0,0,20,20,holdout
deepseek-v3.2-or,religions,75,110,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,12,72,0.2,4,16,20,holdout
deepseek-v3.2-or,religions,60,121,0,0,20,20,holdout
deepseek-v3.2-or,religions,48,165,0.4,8,12,20,holdout
deepseek-v3.2-or,religions,72,95,1,20,0,20,holdout
deepseek-v3.2-or,religions,143,146,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,52,126,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,75,137,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,105,138,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,124,151,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,127,147,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,24,73,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,108,143,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,44,158,0.25,5,15,20,holdout
deepseek-v3.2-or,religions,56,132,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,97,142,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,120,144,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,14,135,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,49,102,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,14,144,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,77,93,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,26,118,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,15,118,0.55,11,9,20,holdout
deepseek-v3.2-or,religions,82,117,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,101,130,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,0,84,0.5,10,10,20,holdout
deepseek-v3.2-or,religions,9,160,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,82,144,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,23,67,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,30,115,0.25,5,15,20,holdout
deepseek-v3.2-or,religions,54,82,0.7,14,6,20,holdout
deepseek-v3.2-or,religions,94,118,0.7,14,6,20,holdout
deepseek-v3.2-or,religions,102,131,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,75,123,0.75,15,5,20,holdout
deepseek-v3.2-or,religions,53,86,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,41,130,0.2,4,16,20,holdout
deepseek-v3.2-or,religions,62,162,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,4,99,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,109,112,0.6,12,8,20,holdout
deepseek-v3.2-or,religions,127,160,0.35,7,13,20,holdout
deepseek-v3.2-or,religions,117,125,0,0,20,20,holdout
deepseek-v3.2-or,religions,9,34,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,74,154,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,64,131,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,67,124,0.25,5,15,20,holdout
deepseek-v3.2-or,religions,139,152,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,61,62,0,0,20,20,holdout
deepseek-v3.2-or,religions,58,75,0,0,20,20,holdout
deepseek-v3.2-or,religions,89,142,0.75,15,5,20,holdout
deepseek-v3.2-or,religions,7,100,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,98,120,0.65,13,7,20,holdout
deepseek-v3.2-or,religions,49,115,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,101,116,0.7,14,6,20,holdout
deepseek-v3.2-or,religions,90,116,0.6,12,8,20,holdout
deepseek-v3.2-or,religions,42,76,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,27,87,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,20,57,0.75,15,5,20,holdout
deepseek-v3.2-or,religions,29,124,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,48,137,0.25,5,15,20,holdout
deepseek-v3.2-or,religions,60,102,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,8,101,0.3,6,14,20,holdout
deepseek-v3.2-or,religions,72,76,0,0,20,20,holdout
deepseek-v3.2-or,religions,21,138,0.2,4,16,20,holdout
deepseek-v3.2-or,religions,72,85,1,20,0,20,holdout
deepseek-v3.2-or,religions,84,87,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,10,119,0.65,13,7,20,holdout
deepseek-v3.2-or,religions,116,146,0.4,8,12,20,holdout
deepseek-v3.2-or,religions,127,146,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,108,142,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,34,104,0.4,8,12,20,holdout
deepseek-v3.2-or,religions,32,143,1,20,0,20,holdout
deepseek-v3.2-or,religions,45,122,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,56,122,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,14,116,0.65,13,7,20,holdout
deepseek-v3.2-or,religions,66,154,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,22,129,0.8,16,4,20,holdout
deepseek-v3.2-or,religions,76,100,1,20,0,20,holdout
deepseek-v3.2-or,religions,3,125,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,78,128,0.75,15,5,20,holdout
deepseek-v3.2-or,religions,14,134,0.2,4,16,20,holdout
deepseek-v3.2-or,religions,71,98,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,98,124,0.65,13,7,20,holdout
deepseek-v3.2-or,religions,134,145,1,20,0,20,holdout
deepseek-v3.2-or,religions,42,71,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,36,149,0.45,9,11,20,holdout
deepseek-v3.2-or,religions,82,116,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,11,74,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,40,110,0.2,4,16,20,holdout
deepseek-v3.2-or,religions,20,52,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,12,48,0.15,3,17,20,holdout
deepseek-v3.2-or,religions,102,112,0.65,13,7,20,holdout
deepseek-v3.2-or,religions,31,70,0,0,20,20,holdout
deepseek-v3.2-or,religions,41,102,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,16,27,0,0,20,20,holdout
deepseek-v3.2-or,religions,40,146,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,24,40,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,52,120,0.95,19,1,20,holdout
deepseek-v3.2-or,religions,56,90,0.3,6,14,20,holdout
deepseek-v3.2-or,religions,25,130,0.65,13,7,20,holdout
deepseek-v3.2-or,religions,85,144,0.1,2,18,20,holdout
deepseek-v3.2-or,religions,2,137,0.05,1,19,20,holdout
deepseek-v3.2-or,religions,43,138,0.2,4,16,20,holdout
deepseek-v3.2-or,religions,93,157,0.35,7,13,20,holdout
deepseek-v3.2-or,religions,78,105,0.9,18,2,20,holdout
deepseek-v3.2-or,religions,37,113,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,78,114,0.85,17,3,20,holdout
deepseek-v3.2-or,religions,27,41,1,20,0,20,holdout
